id,name,extra,area,meters,section,region,feet,summited,lat,lng,link,description,pictureURL,startingPointURL
189,Meall Glas,,Loch Lomond,959,02B,02B: Glen Lyon to Glen Dochart & Loch Tay,3147,FALSE,56.455711,-4.546837,https://www.walkhighlands.co.uk/munros/meall-glas,"Meall Glas is a somewhat unremarkable Munro nestled between the scenic Glen Dochart and Glen Lochay. Despite its modest appearance, it offers a rewarding climb that can be approached from either of these picturesque glens. The journey to the summit provides a tranquil escape and a chance to immerse oneself in the serene beauty of the Scottish Highlands. Whether you choose to start your ascent from Glen Dochart or Glen Lochay, you'll find that the path to Meall Glas is a delightful adventure through some of Scotland's most captivating landscapes.",https://d3teiib5p3f439.cloudfront.net/munros/meall-glas-1.JPG,"https://www.google.com/maps/search/56.41480,-4.51720/"
190,Meall Gorm,,Ullapool,950,14B,14B: The Fannaichs,3116,FALSE,57.680837,-4.983801,https://www.walkhighlands.co.uk/munros/meall-gorm,"Meall Gorm is situated along the Fannichs ridge, offering a splendid vantage point. This munro is distinguished by its four impressive corries on the northeastern flank, each cradling its own serene lochan. The landscape here is both rugged and picturesque, making it a rewarding destination for avid hillwalkers and nature enthusiasts alike.",https://d3teiib5p3f439.cloudfront.net/munros/meall-gorm-1.JPG,"https://www.google.com/maps/search/57.72480,-4.89430/"
191,Meall Greigh,,Perthshire,1001,02B,02B: Glen Lyon to Glen Dochart & Loch Tay,3284,FALSE,56.567417,-4.159559,https://www.walkhighlands.co.uk/munros/meall-greigh,"Meall Greigh, the easternmost peak in the Lawers range, presents a somewhat unremarkable and expansive profile. Often, hikers will traverse this mountain on their way to the more prominent Meall Garbh. Despite its less distinctive shape, Meall Greigh offers hikers the reward of sweeping, unobstructed views, as there are no higher summits to the east to block the panorama. The extensive vistas make the journey worthwhile, providing a serene and expansive outlook over the surrounding landscape.",https://d3teiib5p3f439.cloudfront.net/munros/meall-greigh-1.JPG,"https://www.google.com/maps/search/56.52950,-4.15186/"
192,Creag Mhor,Meall na Aighean,Perthshire,981,02A,02A: Loch Rannoch to Glen Lyon,3219,FALSE,56.620627,-4.128741,https://www.walkhighlands.co.uk/munros/creag-mhor-meall-na-aighean,"Meall na Aighean, which is referred to as Creag Mhòr on older maps, is part of a quartet of gently rounded Munros situated on the northern side of the picturesque Glen Lyon. This mountain, along with its companions, offers a serene and scenic hiking experience, characterized by its smooth, rolling terrain and the stunning vistas that unfold as you ascend. The area is a haven for outdoor enthusiasts seeking both tranquility and the rewarding challenge of bagging multiple peaks in one outing.",https://d3teiib5p3f439.cloudfront.net/munros/creag-mhor-meall-na-aighean-1.JPG,"https://www.google.com/maps/search/56.60290,-4.19200/"
193,Meall na Teanga,,Fort William,917,10C,10C: Loch Arkaig to Glen Moriston,3008,FALSE,56.989012,-4.930955,https://www.walkhighlands.co.uk/munros/meall-na-teanga,"Meall na Teanga is a prominent, steeply rising dome, recognized as one of the two distinguished Loch Lochy Munros. It majestically ascends above the dense forestry, offering a striking view from the A82 road on the opposite side of the loch. The mountain's rounded summit is complemented by several subsidiary peaks, which are intricately separated by deep, scooped corries. This intricate landscape provides a captivating and varied terrain for hikers and nature enthusiasts.",https://d3teiib5p3f439.cloudfront.net/munros/meall-na-teanga-1.JPG,"https://www.google.com/maps/search/57.02130,-4.83917/"
194,Meall nan Ceapraichean,,Ullapool,977,15A,15A: Loch Broom to Strath Oykel,3205,FALSE,57.798514,-4.934012,https://www.walkhighlands.co.uk/munros/meall-nan-ceapraichean,"Meall nan Ceapraichean is a rocky peak situated to the north of Beinn Dearg. Often hiked in conjunction with its neighboring summits, this munro offers particularly stunning vistas towards the northwest. The rugged terrain and panoramic views make it a rewarding climb for those exploring the region.",https://d3teiib5p3f439.cloudfront.net/munros/meall-nan-ceapraichean-1.JPG,"https://www.google.com/maps/search/57.81980,-5.06250/"
195,Meall nan Eun,,Fort William,928,03C,03C: Glen Etive to Glen Lochy,3045,FALSE,56.561176,-4.942926,https://www.walkhighlands.co.uk/munros/meall-nan-eun,"Meall nan Eun is a Munro characterized by its dome-shaped appearance and notably rounded summit. Despite its steep and challenging sides, the mountain's plateau-like top tends to diminish the depth of the surrounding views. However, the journey to the summit offers its own unique rewards, with the steep ascent providing a sense of accomplishment and the opportunity to experience the rugged beauty of the Scottish Highlands up close.",https://d3teiib5p3f439.cloudfront.net/munros/meall-nan-eun-1.JPG,"https://www.google.com/maps/search/56.57620,-5.03566/"
196,Meall nan Tarmachan,,Perthshire,1044,02B,02B: Glen Lyon to Glen Dochart & Loch Tay,3424,FALSE,56.521673,-4.301344,https://www.walkhighlands.co.uk/munros/meall-nan-tarmachan,"Meall nan Tarmachan stands as the sole Munro peak on the striking Tarmachan ridge. While it can be ascended swiftly from Lochain na Lairige, many adventurers prefer to experience it as part of an exhilarating and rugged scramble along the entire ridge. This route offers a more comprehensive and rewarding journey. The Tarmachan ridge itself is a notable feature, easily visible from the village of Killin, and its dramatic presence beckons hikers and climbers alike. The combination of quick access and the option for a more extended, scenic scramble makes Meall nan Tarmachan a versatile and appealing destination for Munro baggers.",https://d3teiib5p3f439.cloudfront.net/munros/meall-nan-tarmachan-1.JPG,"https://www.google.com/maps/search/56.51080,-4.26280/"
197,Monadh Mor,,Cairngorms,1113,08A,08A: Cairngorms,3652,FALSE,57.0268,-3.75007,https://www.walkhighlands.co.uk/munros/monadh-mor,"Monadh Mòr is an expansive plateau situated in the core of the untamed Cairngorms. Climbing this munro, often paired with an ascent of Beinn Bhrotain, demands significant exertion. Whether you choose to approach it by traversing the extensive plateaux from Glen Feshie, or opt for the more straightforward path past White Bridge and the Linn of Dee, or ascend through Glen Geusachan, the journey is both challenging and rewarding. The rugged terrain and remote location make it a true adventure for dedicated munro baggers.",https://d3teiib5p3f439.cloudfront.net/munros/monadh-mor-1.JPG,"https://www.google.com/maps/search/57.06310,-3.89700/"
198,Moruisg,,Torridon,928,12A,12A: Kyle of Lochalsh to Garve,3045,FALSE,57.499712,-5.17063,https://www.walkhighlands.co.uk/munros/moruisg,"Moruisg stands out dramatically, resembling a stranded whale, as it towers above the upper reaches of Glen Carron. The typical path to the summit, however, is less than ideal, involving a broad and often waterlogged incline that offers little in the way of interesting landmarks to distract from the climb. Despite the challenging terrain, the effort is rewarded with stunning views and a sense of accomplishment upon reaching the top.",https://d3teiib5p3f439.cloudfront.net/munros/moruisg-1.JPG,"https://www.google.com/maps/search/57.51760,-5.20773/"
199,Mount Keen,,Angus,939,07B,07B: Braemar to Montrose,3081,FALSE,56.96976,-2.973622,https://www.walkhighlands.co.uk/munros/mount-keen,"Mount Keen holds the distinction of being the easternmost Munro, characterized by its distinctive cone-shaped peak that rises prominently above the expansive Mounth plateau. This mountain offers a relatively swift ascent if approached from Glen Esk, but for those seeking a more picturesque route, the journey through Glen Tanar provides a scenic alternative. Whether you choose the direct path or the more leisurely scenic route, Mount Keen promises a rewarding experience with its unique position and striking form.",https://d3teiib5p3f439.cloudfront.net/munros/mount-keen-1.JPG,"https://www.google.com/maps/search/56.91150,-2.91052/"
200,Mullach Clach a' Bhlair,,Cairngorms,1019,08A,08A: Cairngorms,3343,FALSE,57.011879,-3.841271,https://www.walkhighlands.co.uk/munros/mullach-clach-a-bhlair,"Mullach Clach a' Bhlàir boasts a rather unremarkable summit located towards the southern extremity of the expansive plateau that extends north to Sgòr Gaoith and east to Cairn Toul. Despite its modest peak, the mountain's most captivating aspects are revealed during the approach from the picturesque Glen Feshie, which is adorned with lush woodlands. The journey through this scenic glen, particularly when passing by the rugged Coire Garbhlach, offers a truly enchanting experience for any munro bagger.",https://d3teiib5p3f439.cloudfront.net/munros/mullach-clach-a-bhlair-1.JPG,"https://www.google.com/maps/search/57.06310,-3.89700/"
201,Mullach Coire Mhic Fhearchair,,Ullapool,1015,14A,14A: Loch Maree to Loch Broom,3331,FALSE,57.708995,-5.271357,https://www.walkhighlands.co.uk/munros/mullach-coire-mhic-fhearchair,"Mullach Coire Mhic Fhearchair stands as one of the most isolated Munros within the vast expanse of the Fisherfield Forest, often referred to as the Great Wilderness. The journey to reach this peak is notably lengthy, regardless of the chosen route, demanding a significant commitment from any adventurer. Adding to the challenge is the rugged terrain along the ridge, which is strewn with sharp, angular quartzite boulders, making the ascent both physically demanding and technically intricate. This remote and wild setting offers a true test of endurance and skill, rewarding those who venture here with a profound sense of accomplishment and breathtaking natural beauty.",https://d3teiib5p3f439.cloudfront.net/munros/mullach-coire-mhic-fhearchair-1.JPG,"https://www.google.com/maps/search/57.77680,-5.25450/"
202,Mullach Fraoch-choire,,Kintail,1101,11B,11B: Glen Affric to Glen Moriston,3612,FALSE,57.205388,-5.155637,https://www.walkhighlands.co.uk/munros/mullach-fraoch-choire,"Mullach Fraoch-Choire, though not immediately visible from Cluanie, stands as one of the most remarkable peaks in the area. The journey to its summit typically begins from a' Chralaig, leading adventurers along a dramatic ridge that is intricately carved with a series of exposed pinnacles. Upon reaching the top, climbers are rewarded with breathtaking panoramic views that stretch across the stunning expanse of Glen Affric. This mountain offers a truly memorable experience for those who seek both challenge and beauty in their Munro-bagging adventures.",https://d3teiib5p3f439.cloudfront.net/munros/mullach-fraoch-choire-1.JPG,"https://www.google.com/maps/search/57.15960,-5.16470/"
203,Mullach na Dheiragain,,Loch Ness,982,11A,11A: Loch Duich to Cannich,3222,FALSE,57.283399,-5.18635,https://www.walkhighlands.co.uk/munros/mullach-nan-dheiragain,"Mullach na Dheiragain is known for being one of the more challenging Munros to access. Nestled on an extensive ridge that stretches northward from the towering peak of Sgùrr nan Ceathreamhnan, it presents a demanding journey for hikers. Typically, after reaching Mullach na Dheiragain, climbers find themselves retracing their steps back over the imposing parent mountain, adding to the adventure and effort required to conquer this remote summit.",https://d3teiib5p3f439.cloudfront.net/munros/mullach-nan-dheiragain-1.JPG,"https://www.google.com/maps/search/57.23220,-5.18340/"
204,Mullach nan Coirean,,Fort William,939,04A,04A: Fort William to Loch Treig & Loch Leven,3082,FALSE,56.749866,-5.072446,https://www.walkhighlands.co.uk/munros/mullach-nan-coirean,"Mullach nan Coirean stands as the western sentinel of the Mamores range. This peak features a graceful, grassy ridge that offers a different kind of beauty compared to its more sharply defined neighbors. While it may not boast the dramatic, pointed summit that characterizes many of the other mountains in the area, its gentle slopes and expansive views make it a rewarding climb for those who appreciate subtler landscapes. The journey to its summit provides a serene and picturesque experience, capturing the essence of the Scottish Highlands in a unique way.",https://d3teiib5p3f439.cloudfront.net/munros/mullach-nan-coirean-1.JPG,"https://www.google.com/maps/search/56.76950,-5.03720/"
